text,intent
Which shipments were dispatched between November 1st and December 31st?,Query_for_Shipments_sent_in_windowed_time_period
i need additional details of shipments acquired from the past within five consecutive days.,Query_for_Shipments_sent_in_windowed_time_period
show all shipments items sent during august the 2014 spring break.,Query_for_Shipments_sent_in_windowed_time_period
list shipments that sent on arlington memorial memorial day.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the last business day of each month.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent on the immediate fourth month of 4 july.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 120 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past week excluding weekends.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the last Valentine's week.,Query_for_Shipments_sent_in_windowed_time_period
can you provide details breakdown of ore shipments sent in the february?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched on the first Monday of this year?,Query_for_Shipments_sent_in_windowed_time_period
i need a summary of recent shipments from for the friday last financial financial quarter.,Query_for_Shipments_sent_in_windowed_time_period
show shipments dispatched during all the typical christmas market week.,Query_for_Shipments_sent_in_windowed_time_period
see list shipments data sent in the month last 45 days.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from October 1st to October 31st.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on Halloween.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 20 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past six weeks.,Query_for_Shipments_sent_in_windowed_time_period
list all postage shipments sent during celebrating the last reverend mother's thanksgiving day.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments sent in the third quarter of this year?,Query_for_Shipments_sent_in_windowed_time_period
which shipments trains were dispatched directly on the black friday?,Query_for_Shipments_sent_in_windowed_time_period
today i need details of incoming shipments coming from the last week of early june.,Query_for_Shipments_sent_in_windowed_time_period
show all shipments sent directly before starting the applicable tax day.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched during the New Year's week.,Query_for_Shipments_sent_in_windowed_time_period
lists provide a list some of ice shipments from the last glacial leap year.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on April Fool's Day.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 75 days?,Query_for_Shipments_sent_in_windowed_time_period
i show me shipments from the past to 10 calendar days.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the last Father's Day.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in March?,Query_for_Shipments_sent_in_windowed_time_period
which grain shipments were dispatched daily on schedule the most last day of the year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last opening quarter.,Query_for_Shipments_sent_in_windowed_time_period
show shipments were dispatched during thanksgiving the last saturday halloween week.,Query_for_Shipments_sent_in_windowed_time_period
revenue list shipments sent data in the last 180 revenue days.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from May 1st to May 15th.,Query_for_Shipments_sent_in_windowed_time_period
detail all shipments sent on agricultural labor the day.,Query_for_Shipments_sent_in_windowed_time_period
wondering what shipments were typically dispatched in the last 50 calendar days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past 110 days.,Query_for_Shipments_sent_in_windowed_time_period
list lists all shipments ships sent during the memorial independence day weekend.,Query_for_Shipments_sent_in_windowed_time_period
can you precisely show shipments sent abroad in the july?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched between August 15th and September 15th?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the last opening week of the year.,Query_for_Shipments_sent_in_windowed_time_period
Query_for_Shipments_sent_in_windowed_time_period,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sFnt last week.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatcjeC in the past 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments senG in January?,Query_for_Shipments_sent_in_windowed_time_period
I need a summSru of shipKeMts from the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
What shipmebtD were sent between March 1st and MZrch 15th?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipK4nts dispatched on April 10th.,Query_for_Shipments_sent_in_windowed_time_period
Oist all shipments from the previous month.,Query_for_Shipments_sent_in_windowed_time_period
@hich shipments were sent during the last weekend?,Query_for_Shipments_sent_in_windowed_time_period
PDocide a list of WhipmeJts dispatched in the last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments from the past tMree days.,Query_for_Shipments_sent_in_windowed_time_period
I ' m ;oojing for shipments sent in the second SuarteT.,Query_for_Shipments_sent_in_windowed_time_period
DetAil shipments sent from May 1st to May 31st.,Query_for_Shipments_sent_in_windowed_time_period
Can you list shipments sent yesterRau?,Query_for_Shipments_sent_in_windowed_time_period
Stow me all shipments dispatched in the kast six months.,Query_for_Shipments_sent_in_windowed_time_period
What shipments weee sent in the last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
Provide details of shipments from the last 72 hPurs.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched between June 1st and todzy.,Query_for_Shipments_sent_in_windowed_time_period
Smow all shipments sent before July 4th.,Query_for_Shipments_sent_in_windowed_time_period
Which shipm@Bts were sent vuring the holiday season last year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of ZhiOments from the laCt two weeks.,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched in the oast week.,Query_for_Shipments_sent_in_windowed_time_period
List all shipmSJts from February.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide shipments sent between weptembRr 15tn and October 15th?,Query_for_Shipments_sent_in_windowed_time_period
Detwil shipments sent on New Year ' s Eve.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the lash 7 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments rrom the past fortnight.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments sent in DecemHet.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched on the first day of each month tYis y#ar.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments weDe sent during the summer?,Query_for_Shipments_sent_in_windowed_time_period
I need d2tailZ of shipments from last Monday to FriEay.,Query_for_Shipments_sent_in_windowed_time_period
Sh0w all shipments sent during the winter season.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent on public holidays this yead.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments dJspaRched in the last fisSal quarter?,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent between January 1st and FevruarU 28th.,Query_for_Shipments_sent_in_windowed_time_period
What shipments w4re sent in the last 30 days?,Query_for_Shipments_sent_in_windowed_time_period
Provide details of shipmSmts from the past weekend.,Query_for_Shipments_sent_in_windowed_time_period
Show me shJ(ments dispatched between March 20th and A(ril 20th.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments fDom the previous business week.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent on the last day of the prec9ous monty?,Query_for_Shipments_sent_in_windowed_time_period
